user_id,business_id,stars,user_idx,business_idx
JKvGx3YKsSFc5qV4lh9CGQ,Dv6RfXLYe1atjgz3Xf4GGw,5.0,3495,201
JmqXHl4hsfzRZGDg58hxaA,JUlsvVAvZvGHWFfkKm0nlg,4.0,3578,280
2rxGPfJo1-KX1HdmFXQQ5w,cXSyVvOr9YRN9diDkaWs0Q,5.0,664,548
PV0U0arT_AUfjVBtrKfPSA,Gw7UW0E2BguzL9suQnwDeg,4.0,4560,242
Vgx_0jPlJ-ji1VvMmWL56A,7mpYTDb24SywNMRn3yeakQ,5.0,5643,122
5mkncwQfS4_0n-vIjQ1oLA,eMiN8nm70jjKg8izikVWDA,2.0,1163,576
P9hbcVoZIPKF4gV8KH427A,Q-prSTdggNlxAEFV88BZOw,5.0,4503,369
27M0B4ENG7sI-Z2gCuqANA,-Or44IdY51Ukd618kikmtA,4.0,544,7
2fWMTXLNI8me38FTjvLrdQ,I5KZm-NnxYeEQsmp6nK5_w,2.0,636,258
53ApJTgvnYlEPgP0xgc6YA,Dv6RfXLYe1atjgz3Xf4GGw,3.0,1034,201
8Oj4m1xxNoI1P_1mek9fQQ,mUIBtlWNPD7sz3rGGWQ1RA,4.0,1605,695
LR5KLo9TkFbuLTUnQXz0xA,C_EtrXTygRX5RTUOKtO6Dg,2.0,3836,184
Es6VKnZGzchPQHW7oXtwEA,dChRGpit9fM_kZK5pafNyA,4.0,2720,559
3Wjxcr0VNHCWKCTzefHDxQ,cXSyVvOr9YRN9diDkaWs0Q,5.0,785,548
m6rMc7KfYuaHjcqfnTDSaQ,GUMVStVaJfWmCIpQA4TtHg,2.0,8652,234
xwLpDq-rYnyObtBZCD0Wgg,Dv6RfXLYe1atjgz3Xf4GGw,4.0,10711,201
BWp0P1se36xSwhvqJ5qdaQ,uIZwBkvWicqyWraXvYOipw,4.0,2090,804
hNO60wUPv89cM3LJZSFiGg,mCo2uVTTGYrEhRrkQW-CMw,4.0,7830,693
LqL00C_K9Wq5DuaM43UXDA,-OIUunijjcq_ZzyyQhPPFQ,4.0,3906,6
C2aiyN4gcEPNfPm94ZoK-A,BWITd9JUXP3gSi1z3Y-z8g,5.0,2208,172
mI5xwoh220ah0wK0SjDoGA,cXSyVvOr9YRN9diDkaWs0Q,2.0,8683,548
l3ElIU_Wsz16qnBp690mvA,2SYEGA2fZLdzZQ9lmIfM5Q,4.0,8478,55
RGOJ68eoobRsYW4LgQtBcA,EtKSTHV5Qx_Q7Aur9o4kQQ,5.0,4881,215
O9PKyhye1p8hhTReXTot-A,ROeacJQwBeh05Rqg7F6TCg,4.0,4297,386
XkfnvonaC34N7vumff3Kag,mUIBtlWNPD7sz3rGGWQ1RA,4.0,5991,695
nPJw7YpKgHE6fowxgl3l1A,pVHbXwsqLxNzAx9rdwy2EA,4.0,8884,734
st0BO3TE5ZlwcJngc2l3sA,Oun4NN-u5yiHIxDqtJnxgA,3.0,9826,357
Lbya7CziNPkqmNI6ZuLlnA,gCcJTKC40CL0XtYYGfcXDw,5.0,3861,603
MmqdWXP_vqlNnQSHRuyoYw,I5KZm-NnxYeEQsmp6nK5_w,2.0,4064,258
YUFPMXppk98sB5KRo5LdOQ,3lBooCffgkW7tVSG5kILBA,3.0,6120,70
7sRHqsFob3Fts0n5ot67mg,JUlsvVAvZvGHWFfkKm0nlg,1.0,1512,280
13tV33xgQ3oJDx6YXrR8CQ,V6Om7YZhlRQRU7WfuxHq8Q,4.0,368,434
Cd6IqzbdE-Tzlae9-MagEQ,1UNorskttXSWuEcgzKzXcA,4.0,2325,47
MEsAlfjx7NZo9vxN1Dd8YA,FHNIvNgh3fS7VZQq2Y3dsA,4.0,3979,221
3pdEpfdwA-ghzfIp4NJoqQ,GUMVStVaJfWmCIpQA4TtHg,5.0,829,234
jQF9CqbIfpQit9B0MAG4Wg,uIZwBkvWicqyWraXvYOipw,4.0,8209,804
QsByY2gW90viW7wiqWeEcg,EtKSTHV5Qx_Q7Aur9o4kQQ,4.0,4800,215
ie9VaHvAaQgjMJP3Gn-AQQ,Q-prSTdggNlxAEFV88BZOw,5.0,8069,369
RkQJPNmvn4l4SZNEi77fKA,d_tRshM-w6S4QxE4VVi8tQ,4.0,4958,565
USD9k93iOIB88v93B5iBcw,FHNIvNgh3fS7VZQq2Y3dsA,5.0,5437,221
h-CeOc_35_Kbr9xLa-FYKg,Bw0cpnfI-Y9QmjWzqS-oFg,4.0,7760,179
ISutCt_yh0KwWD1c99pQtw,F8yozE3NWnImNApHO347gQ,4.0,3344,219
nkBpODDjnP-nD9uz1Z4YsA,mUIBtlWNPD7sz3rGGWQ1RA,5.0,8959,695
vEFJfeis4LEuM-y4qZvXAA,B-DiQpcSTJ7oMMnwzbAGTQ,4.0,10226,164
6VnuHqma4FWdda9MIg6G0A,4_W5pstoN1166TGjjPOrMg,4.0,1296,82
wR7pFcXKEVvpr2pM4jr50A,wUnLSg_GKfEIQ5CQQ770_g,5.0,10466,835
wNMN-N-Bi6SbZ-vn_2Olrw,J-ciDDEdIHMcChGIyKZnOg,3.0,10457,274
mdltl6_4Ns49cRnzBM_yFQ,Dv6RfXLYe1atjgz3Xf4GGw,5.0,8758,201
wHPkNTlW3UW3XpKuMyr8Qg,K8b2MQ5Az59-nzvqUfjJEQ,4.0,10441,291
DxqOAmfXxRbQpAQOnqP7kw,cXSyVvOr9YRN9diDkaWs0Q,3.0,2562,548
v98WXw1EToiuPIxtE0aekQ,Dv6RfXLYe1atjgz3Xf4GGw,5.0,10208,201
8UgTQ9bfGQb4fbflg9Qa3g,K8b2MQ5Az59-nzvqUfjJEQ,5.0,1621,291
8YwDTep-Z_4Jk47A4NqS5w,2er_V-oAd7IbQ5YTY56r7A,5.0,1628,58
xjQSpme1Z7Xw8XehRLpYuA,3ZynJ94VpIdDlaArmEp2Rg,2.0,10687,66
RrQQ4TfvnyfrHrQU_Ux2Ug,hoYHhfn4w0mVjI60eHDHzA,3.0,4986,632
zEVxWD2jQGhG4evS_WtcwQ,Oun4NN-u5yiHIxDqtJnxgA,4.0,10955,357
mcq5cuPmCtxRcSRMypyIiQ,-OIUunijjcq_ZzyyQhPPFQ,5.0,8754,6
2uk3LcUior8HGfyKrk7jRg,7lwe7n-Yc-V9E_HfLAeylg,5.0,671,121
zp-XjxYQPY1w8Le6GzI25Q,htO_nlxkEsYHzDrtbiUxew,5.0,11050,634
mFBnOCP92E6A738_FqYQwg,J-ciDDEdIHMcChGIyKZnOg,5.0,8676,274
vEK4IMhRNKFZhttma1CozA,OHzX-ZD9qyoeoxR8Z0dlIA,4.0,10227,348
HzEmzPSHcvCBUzf2d8cNRw,-Or44IdY51Ukd618kikmtA,3.0,3261,7
662zjUef2XJAr4aXXaTvnQ,B-DiQpcSTJ7oMMnwzbAGTQ,5.0,1227,164
ojxS1v-8nUvEEx4DlsPQrA,dSPA4yql9vUwnYRxHiVtHA,4.0,9139,563
gdE08fH1krgdIykCyWUj1A,JUlsvVAvZvGHWFfkKm0nlg,4.0,7709,280
qZwehAvS51R1AQygzR_9IA,MMRRS6YhVRx_iN5-JhMRYg,4.0,9440,326
_BiFDHusWmQ5AnYq0qHCPw,Q-prSTdggNlxAEFV88BZOw,5.0,6423,369
haebF6ELoYWkHcwODPPBmw,NVN_23yYJDf_RAinqFICDA,4.0,7883,340
FJ_WJdPPA-EynKXuY8RywQ,TFnGJlA5l_HDdzGDkNTdTA,3.0,2794,411
KGLvCZ74fK_EBWHNUI0bWg,u7_3L1NBWgxhBM_B-cmmnA,4.0,3659,797
OSWm8WinvceKa3eVD_V1MQ,DRr5xdfHtqgWfhmdTU1B8Q,4.0,4348,194
qESx3c9NOITAcXqTQjbOCQ,u7_3L1NBWgxhBM_B-cmmnA,3.0,9379,797
Wbuln6K4xlwyj5WMoYdjNw,MF5-JPr0auUkY_WLTTVUaA,4.0,5799,324
cunpzBkEboEewYlFofWhTQ,Q-prSTdggNlxAEFV88BZOw,4.0,7093,369
Usrg_bh_e7vJVwd0EMvkOw,EtKSTHV5Qx_Q7Aur9o4kQQ,4.0,5507,215
TBlVWr4kG22TU3fSW3rpRg,YtSqYv1Q_pOltsVPSx54SA,5.0,5221,477
WRWPzjZ51lJ8pp32SYXq6g,lRbHFOIFuusN2WOR_ypQ_A,2.0,5765,686
Tu4ATXLhy8kRTjpQCnl2pA,U30ggGzFpXvc2NZYwOW3qg,5.0,5341,422
5G2IF0VIN3Brl-m45QDXsA,7lwe7n-Yc-V9E_HfLAeylg,4.0,1065,121
gfQqQYI5_hCAGEHlHXIz2Q,HTqXI5S2XcSlh_ylx9sE6g,5.0,7713,247
ntoA30qNb1tlyStScceCbA,LnZvGYbqozanOSevcftnrw,4.0,8993,316
Jr_HUbYB9C7KfLaqYMFRZQ,DytKODMqcvQ7MWA0NN2uNw,4.0,3592,203
9g2yOSgIpHq3gcpX756HeQ,F8yozE3NWnImNApHO347gQ,4.0,1806,219
mzXDuhZBPdHfMIk1YXP0mQ,j99PtxlKTW_u5alE4jiqHQ,4.0,8808,651
4_IJKLhoyof73pvRal4Exw,EtKSTHV5Qx_Q7Aur9o4kQQ,4.0,951,215
mxZfJDk8_cOO19c7xiMffQ,gCcJTKC40CL0XtYYGfcXDw,5.0,8802,603
V9n2Qyr-dvNg00BwMWqquQ,ngvE1G9IckUO-ljZBFo23w,3.0,5556,708
xRaI1T8xgNVuIDK3_nmOnA,ngvE1G9IckUO-ljZBFo23w,5.0,10624,708
0DB3Irpf_ETVXu_Ou9vPow,F8yozE3NWnImNApHO347gQ,5.0,207,219
92uzlL70VvMFtr7yU0dL-w,I5KZm-NnxYeEQsmp6nK5_w,5.0,1700,258
ET3TgSSQ3shm2mj5vZ8IVQ,1UNorskttXSWuEcgzKzXcA,4.0,2653,47
ox0-KSQUxZX395kcj7MVeg,rQW9iupvhk6ScPn2VPNLVQ,5.0,9170,768
vzfOEeFCGRSYznvAvvQgKQ,JUlsvVAvZvGHWFfkKm0nlg,1.0,10383,280
8q5yP1VWPwGZwKagTf1vzQ,O6hY9yenifuRXrpc4TfgsQ,5.0,1662,345
l28f_T6cOuzQOZv-ag6y6Q,7lwe7n-Yc-V9E_HfLAeylg,3.0,8474,121
fJq7RPNxDKWan7muR058Dg,Dv6RfXLYe1atjgz3Xf4GGw,5.0,7499,201
DFNRD5WiPI4YzzPYouoGqQ,dSPA4yql9vUwnYRxHiVtHA,4.0,2418,563
5i-nwtUBzji5An5fr4cpgA,EtKSTHV5Qx_Q7Aur9o4kQQ,4.0,1146,215
C_NhELLArGqZxK1UZs9rig,lRbHFOIFuusN2WOR_ypQ_A,4.0,2313,686
ryisT19-tzvMyVVi0iLvwA,O6hY9yenifuRXrpc4TfgsQ,4.0,9679,345
KZojeg0rEdisrNq05KB0_Q,FHNIvNgh3fS7VZQq2Y3dsA,3.0,3713,221
uIKD7cJF4ZWkicin2ulWPg,d_tRshM-w6S4QxE4VVi8tQ,4.0,10079,565
7xWrRJ5kfgcQyQ3UL3fImQ,SIoCIxjn4jLt2O-4DajWJw,4.0,1529,402
sgK8_cpe6FTk2HD0P27K0g,I5KZm-NnxYeEQsmp6nK5_w,4.0,9788,258
ab1cjNDIu0zPMPoZapuV-w,mUIBtlWNPD7sz3rGGWQ1RA,4.0,6682,695
_3vUQxQ6hPyhx0GFEr-nHQ,B-DiQpcSTJ7oMMnwzbAGTQ,4.0,6401,164
Uk25yW9c7G9YgK9_MSHJKg,j99PtxlKTW_u5alE4jiqHQ,5.0,5482,651
aVwveJmgYeeN-ZnDX_shBw,EtKSTHV5Qx_Q7Aur9o4kQQ,4.0,6665,215
ynO2E2xuey8iT_q8y-Dy8Q,YAUUdbESr8BYQ_TFgDjT5Q,5.0,10887,468
XoeGoG7XVYpkBm3HYZRPDQ,BWITd9JUXP3gSi1z3Y-z8g,5.0,5995,172
Ss8qDbb9qmIT5YhSybg1SQ,OHzX-ZD9qyoeoxR8Z0dlIA,5.0,5172,348
OW9Nl09o0y1-PujUpFp5HQ,PYUI1OJVksGUbCrteU68bw,5.0,4364,363
Te3BwftEFN8C9WxImhfM_g,Bw0cpnfI-Y9QmjWzqS-oFg,2.0,5306,179
3qkPmzCKpvyK_4z16uIVDA,BWITd9JUXP3gSi1z3Y-z8g,5.0,833,172
YwMD-AVT67fmYRGxnlRSPA,mUIBtlWNPD7sz3rGGWQ1RA,5.0,6206,695
ITpldUH1k90kuxJfccW4SA,JomDoQafikclSVVCPkWjnA,3.0,3347,284
5eiLUiKhnbVteCkqKGYl8Q,LnZvGYbqozanOSevcftnrw,4.0,1137,316
Yft76ogF5YzCQ4mn6vSQ6Q,mUIBtlWNPD7sz3rGGWQ1RA,5.0,6153,695
Jt60HrXZ3SkFglPzrtP0lw,uIZwBkvWicqyWraXvYOipw,4.0,3597,804
pAMH4Z224QHcQfUM51xjLw,Q-prSTdggNlxAEFV88BZOw,5.0,9210,369
jDSzMndkrWzYD9jOf84pMg,OHzX-ZD9qyoeoxR8Z0dlIA,4.0,8172,348
z9uf9-0uX5Jh8-4Y5l2PQg,SIoCIxjn4jLt2O-4DajWJw,4.0,10939,402
GIWBa-4K9ejyiO6e7HOntA,oBhJuukGRqPVvYBfTkhuZA,3.0,2958,713
iZ6w4KA-6LD7LrVLwDDRyg,eMiN8nm70jjKg8izikVWDA,4.0,8061,576
7SgM5DrVSfkaqCpyeKjT0g,EtKSTHV5Qx_Q7Aur9o4kQQ,3.0,1450,215
ZDOrepSQi_K7iCRwIx9vnQ,eFvzHawVJofxSnD7TgbZtg,4.0,6265,572
vWy25zGsYKAg2XyOUIct0w,O6hY9yenifuRXrpc4TfgsQ,5.0,10290,345
NWFqEfs5Z9wUmCeVfTTDAA,V6Om7YZhlRQRU7WfuxHq8Q,4.0,4182,434
QrbVXDB120omUG2bINhGBQ,uIZwBkvWicqyWraXvYOipw,4.0,4798,804
N506dxO0lqTPuREdX3zFUw,BWITd9JUXP3gSi1z3Y-z8g,5.0,4107,172
_BcWyKQL16ndpBdggh2kNA,9gObo5ltOMo6UgsaXaHPWA,5.0,6422,144
yJnEAA7iaN6yOjZoJCMX9g,PxEiXqMAzzvp8GFlb5EoLg,4.0,10792,368
4X4C16S-3OQCNe3gnqkXlw,GUMVStVaJfWmCIpQA4TtHg,5.0,943,234
NV0Vajj9ZQ12bJVpRc1ERA,mUIBtlWNPD7sz3rGGWQ1RA,4.0,4176,695
srETv2HpH9fQ-7wCvCAQng,O6hY9yenifuRXrpc4TfgsQ,4.0,9818,345
thY4tADfgZPJwySQmRkG9g,GUMVStVaJfWmCIpQA4TtHg,3.0,9974,234
DN7mB9u36QlCourhzbRq7A,1UNorskttXSWuEcgzKzXcA,4.0,2445,47
61FNJUiDqXReViksOYiILQ,MMRRS6YhVRx_iN5-JhMRYg,3.0,1215,326
7ziWZULyiZv2TesYNMFf4g,EtKSTHV5Qx_Q7Aur9o4kQQ,4.0,1534,215
jGLIj4NoI-wE-esm3KjTPQ,vCHNWdW-ys-nWUx3Cpvk8Q,3.0,8180,814
xC0EwX1RMsM99vVVisKLfQ,oBhJuukGRqPVvYBfTkhuZA,3.0,10582,713
3R43ydfitOG0B4e_vuQyfA,EtKSTHV5Qx_Q7Aur9o4kQQ,3.0,774,215
4DdswdErXZj_imHuCSeXdA,-Or44IdY51Ukd618kikmtA,4.0,895,7
cUk4n3GMShdIr5pLyt9PFQ,F8yozE3NWnImNApHO347gQ,5.0,7021,219
-DSTIwizyfygwcZG4KmSxA,rQW9iupvhk6ScPn2VPNLVQ,5.0,29,768
ijXtS4-TyUDb0bUFngI38g,OHzX-ZD9qyoeoxR8Z0dlIA,3.0,8085,348
wFJWxokCa3c1AIDnjhhzQg,lRbHFOIFuusN2WOR_ypQ_A,2.0,10437,686
kxSkybkcUvSRctQ3qgEmVg,bSWL0YxfawjS03_g2kgujA,3.0,8461,530
dyvW6EqlYlrwQCjX0CduBQ,rQW9iupvhk6ScPn2VPNLVQ,5.0,7270,768
dxEU4v4fSX9aD3tH8dy7cw,GUMVStVaJfWmCIpQA4TtHg,4.0,7265,234
dG7zVWyjANjoqA8FRRwxsA,FHNIvNgh3fS7VZQq2Y3dsA,3.0,7159,221
84HvpQDxcHWmbMDfs8IEYw,eaDZlSuVS0EY67Ke6pRP6Q,3.0,1551,580
yh08LMJHrvoTghshxCsv8g,mCo2uVTTGYrEhRrkQW-CMw,4.0,10871,693
CCt80lvZkXwMlMS6UPtHag,Z5po0aTuzKKblek5y6Sp8Q,4.0,2248,483
s-xVBnGjW1U4iqbTJRSu7Q,Z5po0aTuzKKblek5y6Sp8Q,4.0,9686,483
N-C_wj65eBowF1LziNIv3g,Gw7UW0E2BguzL9suQnwDeg,5.0,4094,242
